pl_name disc_facility tic_id pl_rade pl_bmasse pl_orbper pl_eqt pl_dens pl_trandep pl_trandur sy_jmag sy_tmag st_teff st_rad
"Kepler-36 b" Kepler "TIC 350810590" 1.48 "" 13.84984283 978.0 "" 0.00844 7.4216 11.124 11.6826 5911.0 1.63
"Kepler-385 c" Kepler "TIC 27082352" 3.3 "" 15.1622735 850.0 "" 0.05064 7.553 14.156 14.7468 6308.0 1.15
"Kepler-1243 b" Kepler "TIC 270782121" 1.64 "" 16.8320729 685.0 "" 0.03147 3.923 13.603 14.3259 5772.0 0.9
"Kepler-20 f" Kepler "TIC 158554588" 0.99 "" 19.5776286 628.0 "" 0.01156 3.744 11.252 11.9623 5465.0 0.93
"Kepler-1653 b" Kepler "TIC 184561612" 1.73 "" 140.252515 257.0 "" 0.06352 6.651 13.88 14.672 4771.0 0.7
"Kepler-1384 b" Kepler "TIC 184418214" 2.21 "" 15.36262753 608.0 "" 0.05992 3.657 13.786 14.8005 5011.0 0.85
"Kepler-1400 b" Kepler "TIC 158212755" 1.63 "" 9.06689421 726.0 "" 0.04345 2.957 14.26 15.1083 5142.0 0.79
"Kepler-1411 b" Kepler "TIC 158218591" 3.24 "" 86.1150888 444.0 "" 0.09268 6.13 14.686 15.316 6167.0 1.06
"Kepler-1695 b" Kepler "TIC 270618467" 1.03 "" 4.73292085 954.0 "" 0.0166 1.5691 13.438 14.1342 5583.0 0.79
"Kepler-1419 b" Kepler "TIC 137548281" 2.6 "" 42.5215895 510.0 "" 0.08118 5.798 14.507 15.2085 5911.0 0.91
"Kepler-138 c" Kepler "TIC 159376971" 1.33 "" 13.78109344 398.0 "" 0.07213 2.263 10.293 11.5177 3841.0 0.5
"Kepler-226 c" Kepler "TIC 63204017" 2.7 "" 5.34955671 918.0 "" 0.08899 3.2079 14.114 14.8691 5559.0 0.81
"Kepler-665 b" Kepler "TIC 27988995" 2.86 "" 16.01310205 593.0 "" 0.12632 3.0654 13.855 14.7538 5015.0 0.83
"K2-320 b" K2 "TIC 281748980" 2.62 "" 1.995 698.0 "" 0.557 "" 13.411 15.0356 3157.0 0.3
"Kepler-436 c" Kepler "TIC 185408817" 1.77 "" 16.79702 450.0 "" 0.0919 3.4541 14.083 15.1198 4470.0 0.58
"Kepler-1277 b" Kepler "TIC 138969285" 1.37 "" 40.8364 491.0 "" 0.0244 5.1979 12.873 13.5946 5744.0 0.86
"Kepler-1652 b" Kepler "TIC 27187450" 1.39 "" 38.09824 288.0 "" 0.0818 3.1406 13.454 15.0031 3885.0 0.5
"Kepler-1300 b" Kepler "TIC 121865605" 1.37 "" 22.24138 806.0 "" 0.0068 7.4519 11.678 12.3466 6266.0 1.39
"Kepler-127 b" Kepler "TIC 164881786" 1.41 "" 14.435931 865.0 "" 0.0097 3.4262 10.536 11.0567 6169.0 1.27
"Kepler-395 c" Kepler "TIC 270520765" 1.28 "" 34.98804 312.0 "" 0.0595 4.386 13.818 15.0088 4050.0 0.52
"Kepler-395 b" Kepler "TIC 270520765" 1.13 "" 7.05441 532.0 "" 0.0357 1.6599 13.818 15.0088 4050.0 0.52
"Kepler-692 b" Kepler "TIC 138728891" 3.62 "" 21.81293494 639.0 "" 0.13543 4.3891 14.204 14.9817 5601.0 1.0
"Kepler-239 b" Kepler "TIC 138641300" 2.36 "" 11.76305946 614.0 "" 0.10992 2.9027 13.703 14.6004 4980.0 0.73
"Kepler-241 c" Kepler "TIC 137899939" 2.71 "" 36.06587916 397.0 "" 0.16606 4.3008 13.608 14.6815 4702.0 0.69
"Kepler-81 d" Kepler "TIC 270611154" 1.02 "" 20.83766355 357.0 "" 0.03984 2.5251 13.168 14.2491 3896.0 0.52
"Kepler-95 b" Kepler "TIC 164726946" 3.13 "" 11.52306995 934.0 "" 0.05048 3.8853 11.21 11.8371 5699.0 1.42
"Kepler-130 d" Kepler "TIC 121603794" 1.37 "" 87.5174361 448.0 "" 0.01452 1.752 10.81 11.4096 5884.0 1.13
"Kepler-397 b" Kepler "TIC 271963778" 1.78 "" 22.2508247 498.0 "" 0.07049 1.626 14.587 15.484 5114.0 0.68
"Kepler-132 d" Kepler "TIC 237158274" 1.41 "" 18.01017554 738.0 "" 0.01823 2.9532 10.797 11.347 5921.0 1.04
"Kepler-445 c" Kepler "TIC 268060194" 2.09 "" 4.87122222 362.0 "" 1.2587 1.5265 13.542 15.3315 3327.0 0.19
"Kepler-445 b" Kepler "TIC 268060194" 1.41 "" 2.98415347 426.0 "" 0.5191 1.278 13.542 15.3315 3327.0 0.19
"Kepler-400 c" Kepler "TIC 122707140" 1.5 "" 17.34088462 786.0 "" 0.01708 3.465 12.566 13.4029 6099.0 1.15
"Kepler-1321 c" Kepler "TIC 271165895" 3.26 "" 2.22649109 935.0 "" 0.23266 1.7225 14.832 16.0778 4385.0 0.71
"Kepler-132 e" Kepler "TIC 237158274" 1.14 "" 110.2869374 404.0 "" 0.01183 4.442 10.797 11.347 5921.0 1.04
"Kepler-1326 b" Kepler "TIC 184417262" 3.44 "" 42.3514267 704.0 "" 0.05847 7.6356 11.952 12.4157 6856.0 1.41
"Kepler-1348 b" Kepler "TIC 26582909" 1.48 "" 27.5722742 570.0 "" 0.03189 5.292 13.618 14.2432 5977.0 0.8
"Kepler-1365 b" Kepler "TIC 63122176" 0.79 "" 7.69993485 891.0 "" 0.00728 4.39 12.251 12.9078 5831.0 0.92
"Kepler-446 b" Kepler "TIC 123417850" 2.61 "" 1.56541285 727.0 "" 0.32531 0.7796 13.591 15.0772 3485.0 0.46
"Kepler-446 d" Kepler "TIC 123417850" 2.44 "" 5.1489289 489.0 "" 0.289 0.9441 13.591 15.0772 3485.0 0.46
"Kepler-513 b" Kepler "TIC 48503953" 2.19 "" 28.86235584 639.0 "" 0.04425 5.2042 11.846 12.4539 6084.0 1.04
"Kepler-1384 b" Kepler "TIC 184418214" 2.21 "" 15.36262753 608.0 "" 0.05992 3.657 13.786 14.8005 5011.0 0.85
"Kepler-136 c" Kepler "TIC 272375343" 1.8 "" 16.3992561 812.0 "" 0.02295 3.4167 10.804 11.3668 6156.0 1.19
"Kepler-1420 b" Kepler "TIC 272184502" 1.32 "" 6.69960006 802.0 "" 0.02846 2.704 14.396 15.2453 5280.0 0.79
"Kepler-679 b" Kepler "TIC 27766596" 2.69 "" 12.39358604 680.0 "" 0.10114 3.7222 14.196 14.989 5557.0 0.75
"Kepler-107 e" Kepler "TIC 27988327" 3.07 "" 14.74913518 875.0 "" 0.04205 6.1887 11.392 12.0146 5851.0 1.41
"Kepler-237 b" Kepler "TIC 258348597" 1.5 "" 4.71510365 824.0 "" 0.04507 2.39 13.749 14.6368 4861.0 0.73
"Kepler-53 d" Kepler "TIC 122446315" 2.44 "" 9.75193182 869.0 "" 0.04406 4.575 14.252 14.911 6079.0 0.94
"Kepler-53 c" Kepler "TIC 122446315" 3.57 "" 38.5575914 550.0 "" 0.10584 5.605 14.252 14.911 6079.0 0.94
"Kepler-241 c" Kepler "TIC 137899939" 2.71 "" 36.06587916 397.0 "" 0.16606 4.3008 13.608 14.6815 4702.0 0.69
"Kepler-243 b" Kepler "TIC 164886497" 2.48 "" 5.71542485 842.0 "" 0.09875 2.5248 13.622 14.4611 5228.0 0.81
"Kepler-711 b" Kepler "TIC 273234664" 3.07 "" 23.58914398 487.0 "" 0.1234 4.7592 13.697 14.6716 4919.0 0.72
"Kepler-110 c" Kepler "TIC 26751563" 3.54 "" 31.71982498 786.0 "" 0.03706 4.8194 11.919 12.5047 5887.0 1.84
"Kepler-249 b" Kepler "TIC 272942100" 1.09 "" 3.30654898 561.0 "" 0.05443 1.8304 12.836 14.1501 3568.0 0.42
"Kepler-55 e" Kepler "TIC 164884002" 1.51 "" 4.61746693 744.0 "" 0.04933 2.1993 13.97 15.0506 4505.0 0.66
"Kepler-250 d" Kepler "TIC 159098652" 2.23 "" 17.64830992 573.0 "" 0.08232 2.0201 14.0 14.83 5162.0 0.8
"Kepler-388 b" Kepler "TIC 164786156" 0.91 "" 3.17323306 830.0 "" 0.02145 2.0157 13.261 14.2916 4500.0 0.63
"Kepler-258 c" Kepler "TIC 270854411" 3.72 "" 33.6529701 470.0 "" 0.12503 4.27 13.556 14.5374 4954.0 0.89
"Kepler-765 b" Kepler "TIC 164456891" 2.29 "" 27.6655226 641.0 "" 0.05061 6.508 13.487 14.1436 6036.0 1.02
"Kepler-778 b" Kepler "TIC 158484518" 1.72 "" 3.75574426 977.0 "" 0.04735 2.2971 14.351 15.1812 5311.0 0.79
"Kepler-112 b" Kepler "TIC 272943597" 2.72 "" 8.40887695 914.0 "" 0.08048 3.4928 12.583 13.2739 5763.0 0.96
"Kepler-782 b" Kepler "TIC 158839841" 3.73 "" 158.6853308 390.0 "" 0.09076 11.677 11.669 12.2971 6126.0 1.19
"Kepler-275 c" Kepler "TIC 137634395" 3.32 "" 16.08831829 881.0 "" 0.06581 5.664 14.277 14.8751 6535.0 1.28
"Kepler-275 d" Kepler "TIC 137634395" 3.08 "" 35.6756963 675.0 "" 0.0541 7.351 14.277 14.8751 6535.0 1.28
"Kepler-790 b" Kepler "TIC 121020728" 2.14 "" 13.73469807 634.0 "" 0.08019 2.3574 13.784 14.6128 5196.0 0.77
"Kepler-113 b" Kepler "TIC 298834019" 1.9 "" 4.75400115 770.0 "" 0.07741 2.5037 11.886 12.8077 4591.0 0.71
"Kepler-795 b" Kepler "TIC 122684233" 1.76 "" 29.6193421 579.0 "" 0.03214 4.9768 12.143 12.8446 5616.0 0.99
"Kepler-279 d" Kepler "TIC 158428960" 3.2 "" 54.4205407 574.0 "" 0.0598 8.559 12.724 13.2412 6781.0 1.07
"Kepler-11 c" Kepler "TIC 169175503" 2.94 "" 13.02492819 786.0 "" 0.08092 4.56 12.548 13.2366 5657.0 1.05
"Kepler-800 b" Kepler "TIC 158275161" 2.91 "" 14.13176026 677.0 "" 0.11162 3.854 14.446 15.2167 5626.0 0.82
"Kepler-802 b" Kepler "TIC 158114000" 3.46 "" 40.0587473 490.0 "" 0.12684 5.533 13.596 14.3021 5674.0 0.87
"Kepler-11 b" Kepler "TIC 169175503" 1.85 "" 10.30400497 849.0 "" 0.03202 4.2139 12.548 13.2366 5657.0 1.05
"Kepler-1436 b" Kepler "TIC 273378908" 1.26 "" 9.705716 943.0 "" 0.01413 6.922 13.75 14.4362 6198.0 1.05
"Kepler-461 b" Kepler "TIC 63206513" 2.69 "" 8.31378306 886.0 "" 0.08103 2.9927 12.253 12.8947 5900.0 0.95
"Kepler-1442 b" Kepler "TIC 350811132" 2.96 "" 81.4162941 488.0 "" 0.06663 12.1444 11.215 11.6841 6499.0 1.09
"Kepler-1445 b" Kepler "TIC 351766604" 0.87 "" 10.60052251 911.0 "" 0.00607 4.484 11.436 12.0406 6086.0 1.09
"Kepler-437 b" Kepler "TIC 273138666" 1.37 "" 66.6505482 294.0 "" 0.05106 5.618 12.564 13.6363 4427.0 0.62
"Kepler-1461 b" Kepler "TIC 279915288" 1.96 "" 29.3494775 452.0 "" 0.0739 4.207 14.137 15.0686 4986.0 0.72
"Kepler-1465 b" Kepler "TIC 416279965" 1.74 "" 31.8277111 414.0 "" 0.05704 1.584 12.718 13.7357 4702.0 0.69
"Kepler-1474 b" Kepler "TIC 271255614" 2.44 "" 36.4333452 606.0 "" 0.04539 4.213 14.027 14.72 6057.0 1.15
"Kepler-1481 b" Kepler "TIC 299219860" 1.27 "" 5.94220998 798.0 "" 0.02726 2.2737 13.181 14.1093 4922.0 0.8
"Kepler-1495 b" Kepler "TIC 120764338" 3.01 "" 85.273256 443.0 "" 0.07924 9.462 14.176 15.1298 5922.0 1.06
"Kepler-1502 b" Kepler "TIC 184298883" 2.11 "" 41.7083629 613.0 "" 0.03135 8.401 13.174 13.7157 6446.0 1.16
"Kepler-529 c" Kepler "TIC 158108219" 1.57 "" 12.8345022 795.0 "" 0.02863 3.2666 12.786 13.3433 6248.0 0.89
"Kepler-414 c" Kepler "TIC 28357724" 3.0 "" 7.17073208 895.0 "" 0.09213 2.9407 12.087 12.8076 5523.0 0.95
"Kepler-1510 b" Kepler "TIC 416529246" 2.97 "" 84.703921 473.0 "" 0.06829 10.447 14.076 14.6898 6286.0 1.13
"Kepler-530 b" Kepler "TIC 48305629" 3.58 "" 39.30941904 576.0 "" 0.11188 5.7832 12.303 12.9454 5957.0 1.05
"Kepler-439 b" Kepler "TIC 123202589" 2.33 "" 178.140456 284.0 "" 0.08 10.104 13.344 14.0429 5592.0 0.78
"Kepler-1701 b" Kepler "TIC 120899838" 1.99 "" 169.133455 278.0 "" 0.06716 8.614 13.232 14.0039 5380.0 0.78
"Kepler-1254 d" Kepler "TIC 48506710" 1.35 "" 5.72717226 817.0 "" 0.0327 2.177 13.866 14.7078 5130.0 0.76
"Kepler-127 d" Kepler "TIC 164881786" 2.54 "" 48.63038976 593.0 "" 0.03524 6.971 10.536 11.0567 6106.0 1.36
"Kepler-1269 b" Kepler "TIC 158559018" 1.54 "" 37.3331536 604.0 "" 0.01931 7.294 12.498 13.1423 6144.0 1.11
"Kepler-454 b" Kepler "TIC 121276638" 1.86 "" 10.57375703 848.0 "" 0.03024 1.6953 10.357 10.9751 5739.0 1.08
"Kepler-1302 b" Kepler "TIC 417678115" 1.48 "" 8.83922659 778.0 "" 0.02986 1.803 13.657 14.464 5330.0 0.87
"Kepler-395 b" Kepler "TIC 270520765" 0.78 "" 7.05427318 450.0 "" 0.04275 1.76 13.818 15.0088 3735.0 0.4
"Kepler-1308 b" Kepler "TIC 120693011" 0.52 "" 2.10433812 586.0 "" 0.02614 1.1028 11.878 13.3183 3410.0 0.34
"Kepler-445 b" Kepler "TIC 268060194" 1.41 "" 2.98415347 426.0 "" 0.5191 1.278 13.542 15.3315 3327.0 0.19
"Kepler-399 b" Kepler "TIC 172373693" 1.01 "" 14.42525565 623.0 "" 0.02189 3.653 13.175 13.9919 5500.0 0.68
"Kepler-158 b" Kepler "TIC 120103325" 2.53 "" 16.70920692 500.0 "" 0.08933 3.056 12.722 13.734 4621.0 0.67
"Kepler-1442 b" Kepler "TIC 350811132" 2.96 "" 81.4162941 488.0 "" 0.06663 12.1444 11.215 11.6841 6499.0 1.09
"Kepler-1472 b" Kepler "TIC 27239856" 1.81 "" 38.1312831 633.0 "" 0.01989 6.345 13.579 14.1764 6425.0 1.16
"Kepler-58 c" Kepler "TIC 184471242" 2.93 "" 15.57363551 799.0 "" 0.05001 4.824 13.643 14.3672 6100.0 1.08
"Kepler-61 b" Kepler "TIC 271537530" 2.17 "" 59.877824 272.0 "" 0.13848 4.7539 13.078 14.2406 4014.0 0.6
"Kepler-830 b" Kepler "TIC 271433874" 1.57 "" 11.29695137 884.0 "" 0.02189 4.583 13.662 14.3344 6241.0 1.0
"Kepler-296 e" Kepler "TIC 243271945" 1.08 "" 34.14189 244.0 "" 0.08522 3.011 13.391 14.9169 3517.0 0.37
"Kepler-298 b" Kepler "TIC 48217868" 2.21 "" 10.47548192 566.0 "" 0.12081 2.2932 13.718 14.7267 4549.0 0.65
"Kepler-299 d" Kepler "TIC 48304460" 1.73 "" 15.0548689 719.0 "" 0.03019 4.7 13.875 14.5326 5896.0 0.92
"Kepler-851 b" Kepler "TIC 27235573" 1.92 "" 8.50699658 900.0 "" 0.03087 3.026 13.876 14.6202 5822.0 0.99
"Kepler-852 b" Kepler "TIC 28089606" 2.78 "" 44.9309804 628.0 "" 0.044 6.498 12.852 13.479 6354.0 1.25
"Kepler-1669 b" Kepler "TIC 169457234" 2.4 "" 9.51221128 496.0 "" 0.17719 2.8988 14.045 15.1228 4056.0 0.56
"Kepler-870 b" Kepler "TIC 27455225" 2.67 "" 21.3587621 691.0 "" 0.07121 5.905 14.072 14.7547 6170.0 0.99
"Kepler-458 c" Kepler "TIC 272844987" 3.29 "" 20.74028413 702.0 "" 0.10426 10.3853 12.823 13.4618 6065.0 1.01
"Kepler-877 b" Kepler "TIC 159175206" 2.3 "" 18.45847097 615.0 "" 0.05769 3.3077 13.174 13.982 5413.0 0.86
"Kepler-306 e" Kepler "TIC 121660143" 2.74 "" 44.8412214 437.0 "" 0.10921 5.513 14.084 14.9424 5219.0 0.85
"Kepler-1580 b" Kepler "TIC 120688631" 1.19 "" 56.6449279 550.0 "" 0.00956 15.079 11.584 12.1453 6102.0 1.2
"Kepler-1587 b" Kepler "TIC 26656768" 1.32 "" 9.4060467 981.0 "" 0.00839 5.161 12.957 13.597 5855.0 1.27
"Kepler-1588 b" Kepler "TIC 298965827" 0.78 "" 7.84931739 925.0 "" 0.00629 3.736 12.766 13.3839 5678.0 0.99
"Kepler-1596 b" Kepler "TIC 350813882" 2.02 "" 66.373379 471.0 "" 0.04263 11.181 14.25 14.8969 6139.0 0.98
"Kepler-152 b" Kepler "TIC 158387462" 3.09 "" 18.20795693 567.0 "" 0.16246 3.7729 12.853 13.6825 5262.0 0.76
"Kepler-1653 b" Kepler "TIC 184561612" 1.73 "" 140.252515 257.0 "" 0.06352 6.651 13.88 14.672 4771.0 0.7
"Kepler-153 b" Kepler "TIC 48188777" 2.87 "" 18.87021566 621.0 "" 0.11331 3.0907 12.945 13.7151 5402.0 0.86
"Kepler-154 d" Kepler "TIC 416282268" 3.29 "" 20.54981883 633.0 "" 0.16146 5.4586 13.389 14.0503 5937.0 0.83
"Kepler-555 b" Kepler "TIC 120572779" 2.22 "" 16.21775407 663.0 "" 0.07647 4.9296 13.024 13.6994 5834.0 0.8
"Kepler-160 c" Kepler "TIC 158555483" 3.11 "" 13.69941722 733.0 "" 0.12641 4.3343 13.46 14.1321 5857.0 0.87
"Kepler-33 e" Kepler "TIC 158935283" 3.66 "" 31.78476785 752.0 "" 0.04722 8.8081 12.871 13.518 5900.0 1.69
"Kepler-651 b" Kepler "TIC 158415898" 2.29 "" 21.38521506 602.0 "" 0.06694 4.0311 12.719 13.4636 5655.0 0.84
"Kepler-218 c" Kepler "TIC 271662623" 2.97 "" 44.699504 502.0 "" 0.08281 6.2243 12.732 13.4069 5497.0 1.05
"Kepler-220 c" Kepler "TIC 159759306" 1.63 "" 9.03419547 622.0 "" 0.05841 1.4895 11.206 12.1813 4709.0 0.69
"Kepler-105 c" Kepler "TIC 158625964" 1.79 "" 7.12594387 997.0 "" 0.01924 3.0014 11.811 12.4008 5779.0 1.09
"Kepler-1484 b" Kepler "TIC 137816475" 2.3 "" 30.4549136 624.0 "" 0.05304 6.143 14.135 14.7803 6283.0 0.98
"Kepler-528 b" Kepler "TIC 271877680" 1.82 "" 19.78297415 675.0 "" 0.03823 5.4661 12.795 13.4465 6017.0 0.93
"Kepler-260 c" Kepler "TIC 137348863" 1.61 "" 76.0510651 379.0 "" 0.03884 6.443 12.9 13.6121 5523.0 0.83
"Kepler-261 c" Kepler "TIC 137148674" 2.1 "" 24.57081569 509.0 "" 0.07537 2.7576 12.127 12.9452 5203.0 0.77
"Kepler-48 b" Kepler "TIC 171882123" 1.89 "" 4.77800403 922.0 "" 0.0488 2.7495 11.702 12.5074 5296.0 0.85
"Kepler-112 b" Kepler "TIC 272943597" 2.72 "" 8.40887695 914.0 "" 0.08048 3.4928 12.583 13.2739 5763.0 0.96
"Kepler-781 b" Kepler "TIC 158489897" 2.72 "" 13.2140732 628.0 "" 0.13327 3.4241 14.598 15.3901 5330.0 0.73
"Kepler-784 b" Kepler "TIC 272078218" 2.24 "" 31.5922646 741.0 "" 0.01568 13.84 12.061 12.7684 5611.0 1.79
"Kepler-79 b" Kepler "TIC 239306681" 2.73 "" 13.48458665 850.0 "" 0.06838 5.0575 12.913 13.4763 6388.0 1.04
"Kepler-79 e" Kepler "TIC 239306681" 2.23 "" 81.0634942 467.0 "" 0.04501 3.181 12.913 13.4763 6388.0 1.04
"Kepler-274 b" Kepler "TIC 137892978" 1.8 "" 11.634864 842.0 "" 0.03125 5.382 13.773 14.5312 6020.0 1.01
"Kepler-275 d" Kepler "TIC 137634395" 3.08 "" 35.6756963 675.0 "" 0.0541 7.351 14.277 14.8751 6535.0 1.28
"Kepler-1329 b" Kepler "TIC 47977416" 2.05 "" 9.33646594 577.0 "" 0.09805 2.2637 14.168 15.1289 4442.0 0.65
"Kepler-1341 b" Kepler "TIC 123126460" 2.7 "" 132.9968322 241.0 "" 0.13964 7.469 13.285 14.3157 4530.0 0.66
"Kepler-133 c" Kepler "TIC 28089143" 2.94 "" 31.51780202 683.0 "" 0.03511 7.6777 11.68 12.3573 5588.0 1.5
"Kepler-20 e" Kepler "TIC 158554588" 0.84 "" 6.09855603 927.0 "" 0.00844 2.9815 11.252 11.9623 5465.0 0.93
"Kepler-191 b" Kepler "TIC 159647213" 1.93 "" 9.93962361 722.0 "" 0.03001 3.432 13.42 14.2068 5105.0 0.87
"Kepler-615 b" Kepler "TIC 123492903" 1.92 "" 10.35586478 620.0 "" 0.06609 2.8431 12.646 13.6731 4646.0 0.78
"Kepler-214 c" Kepler "TIC 164785720" 2.04 "" 28.77957 661.0 "" 0.0323 7.6822 12.941 13.5078 6352.0 1.07
"Kepler-215 d" Kepler "TIC 271352188" 2.82 "" 30.86431 617.0 "" 0.0545 2.8553 12.417 13.0877 5922.0 1.07
"Kepler-62 b" Kepler "TIC 164458488" 1.23 "" 5.714932 707.0 "" 0.0438 2.3287 12.256 13.1285 4807.0 0.6
"Kepler-218 c" Kepler "TIC 271662623" 3.19 "" 44.6991 501.0 "" 0.0836 6.3847 12.732 13.4069 5502.0 1.06
"Kepler-218 d" Kepler "TIC 271662623" 2.83 "" 124.5231 356.0 "" 0.0694 9.7758 12.732 13.4069 5502.0 1.06
"Kepler-220 c" Kepler "TIC 159759306" 1.64 "" 9.034208 607.0 "" 0.0578 1.5113 11.206 12.1813 4689.0 0.66
"Kepler-220 b" Kepler "TIC 159759306" 0.81 "" 4.159821 789.0 "" 0.0161 1.4533 11.206 12.1813 4689.0 0.66
"Kepler-221 d" Kepler "TIC 272601375" 2.81 "" 10.041555 723.0 "" 0.1111 2.5733 12.413 13.1969 5324.0 0.81
"Kepler-223 e" Kepler "TIC 273876171" 2.5 "" 19.72134 696.0 "" 0.0557 5.6615 14.095 14.8848 5832.0 1.03
"Kepler-224 c" Kepler "TIC 159642189" 3.33 "" 5.92499131 791.0 "" 0.17361 2.8651 14.212 15.0519 5195.0 0.7
"Kepler-224 d" Kepler "TIC 159642189" 2.56 "" 11.34933733 637.0 "" 0.13899 3.1065 14.212 15.0519 5195.0 0.7
"Kepler-232 c" Kepler "TIC 27686898" 3.74 "" 11.37938071 784.0 "" 0.11726 2.4853 14.179 14.8318 5841.0 0.93
"Kepler-236 b" Kepler "TIC 120044687" 1.53 "" 8.29559431 462.0 "" 0.08904 1.1972 13.224 14.3966 3750.0 0.51
"Kepler-977 b" Kepler "TIC 159768168" 2.76 "" 26.85328322 544.0 "" 0.10036 4.5063 13.434 14.2491 5329.0 0.87
"Kepler-980 b" Kepler "TIC 271162671" 2.05 "" 11.55102504 761.0 "" 0.04058 3.714 13.022 13.6618 5897.0 0.83
"Kepler-687 b" Kepler "TIC 121988890" 3.41 "" 20.50588921 518.0 "" 0.21055 4.0595 13.842 14.7501 4905.0 0.76
"Kepler-237 b" Kepler "TIC 258348597" 1.46 "" 4.71510843 823.0 "" 0.04175 2.506 13.749 14.6368 4861.0 0.73
"Kepler-242 b" Kepler "TIC 120899945" 3.01 "" 8.20396958 742.0 "" 0.10244 2.9667 13.821 14.7169 5015.0 0.83
"Kepler-95 b" Kepler "TIC 164726946" 3.13 "" 11.52306746 927.0 "" 0.05073 3.8757 11.21 11.8371 5644.0 1.41
"Kepler-709 b" Kepler "TIC 63122858" 3.68 "" 16.08518937 613.0 "" 0.14424 3.984 13.753 14.604 5239.0 0.83
"Kepler-245 d" Kepler "TIC 63004906" 3.03 "" 36.2761238 445.0 "" 0.15726 4.7865 14.121 14.9988 5103.0 0.79
"Kepler-247 d" Kepler "TIC 158792051" 2.92 "" 20.47748843 530.0 "" 0.13824 2.8364 13.597 14.4462 5097.0 0.78
"Kepler-715 b" Kepler "TIC 164552984" 3.52 "" 10.00653012 876.0 "" 0.09361 5.344 13.984 14.5776 6063.0 1.0
"Kepler-248 b" Kepler "TIC 275493574" 2.96 "" 6.30820163 819.0 "" 0.13285 2.9785 13.911 14.6571 5191.0 0.84
"Kepler-83 b" Kepler "TIC 123416515" 2.23 "" 9.7704486 460.0 "" 0.18978 2.4517 13.737 14.9557 3906.0 0.51
"Kepler-436 c" Kepler "TIC 185408817" 2.75 "" 16.79716262 503.0 "" 0.10238 3.83 14.083 15.1198 4652.0 0.7
"Kepler-1360 b" Kepler "TIC 239287622" 2.2 "" 40.5286413 597.0 "" 0.03604 10.526 12.854 13.4615 6269.0 1.16
"Kepler-513 b" Kepler "TIC 48503953" 2.19 "" 28.86235584 639.0 "" 0.04425 5.2042 11.846 12.4539 6084.0 1.04
"Kepler-1694 b" Kepler "TIC 138425797" 0.86 "" 3.89523349 841.0 "" 0.01917 1.722 13.288 14.1431 4972.0 0.63
"Kepler-1384 b" Kepler "TIC 184418214" 2.21 "" 15.36262753 608.0 "" 0.05992 3.657 13.786 14.8005 5011.0 0.85
"Kepler-1405 b" Kepler "TIC 184166357" 3.08 "" 28.2274184 564.0 "" 0.13357 5.648 14.583 15.3042 5864.0 0.84
"Kepler-569 b" Kepler "TIC 48353203" 3.06 "" 34.18890521 544.0 "" 0.11083 5.3184 12.923 13.6128 5851.0 0.92
"Kepler-531 b" Kepler "TIC 243272677" 2.77 "" 29.88485741 453.0 "" 0.12944 4.5608 11.772 12.6696 4883.0 0.75
"KOI-351 d" Kepler "TIC 267667295" 2.55 "" 59.7370348 519.0 "" 0.05778 8.0155 12.79 13.3396 6238.0 1.05
"Kepler-792 b" Kepler "TIC 137401986" 1.75 "" 11.30119217 831.0 "" 0.03102 3.98 13.787 14.4833 5948.0 0.99
"Kepler-794 b" Kepler "TIC 121467823" 1.61 "" 11.13125132 884.0 "" 0.02183 4.1751 12.337 13.0019 5993.0 1.09
"Kepler-286 e" Kepler "TIC 290035455" 1.79 "" 29.2215101 582.0 "" 0.03883 3.833 14.388 15.0579 5970.0 0.91
"Kepler-331 c" Kepler "TIC 351063265" 2.05 "" 17.2811521 424.0 "" 0.1599 2.7385 14.082 15.1154 4345.0 0.52
"Kepler-333 b" Kepler "TIC 137556197" 1.46 "" 12.55109333 470.0 "" 0.05545 3.2021 12.86 13.9691 4159.0 0.58
"Kepler-1022 b" Kepler "TIC 159051188" 2.02 "" 10.99469878 512.0 "" 0.09718 1.6434 13.54 14.6155 4302.0 0.59
"Kepler-342 c" Kepler "TIC 63293562" 1.59 "" 26.2348478 723.0 "" 0.01801 2.571 12.22 12.7328 6475.0 1.18
"Kepler-1026 b" Kepler "TIC 237192046" 2.3 "" 36.5156053 431.0 "" 0.08554 3.588 12.686 13.5766 4915.0 0.77
"Kepler-496 b" Kepler "TIC 137341066" 1.97 "" 8.30864937 700.0 "" 0.08624 3.221 13.441 14.2348 5188.0 0.69
"Kepler-1034 b" Kepler "TIC 120762990" 2.27 "" 12.12400943 663.0 "" 0.08468 3.3136 13.719 14.4941 5280.0 0.8
"Kepler-122 f" Kepler "TIC 122714267" 1.81 "" 56.2587885 487.0 "" 0.03541 8.295 13.173 13.7867 6103.0 0.95
"Kepler-354 c" Kepler "TIC 120578185" 1.33 "" 16.9347748 508.0 "" 0.03561 3.567 13.875 14.8554 4650.0 0.71
"Kepler-355 c" Kepler "TIC 279915745" 2.83 "" 25.7624524 662.0 "" 0.06737 6.895 14.007 14.6144 6184.0 1.04
"Kepler-500 b" Kepler "TIC 271968263" 2.57 "" 8.5083244 906.0 "" 0.06521 3.5033 12.995 13.687 5934.0 1.01
